timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2022-08-11 00:00:00,23954.05000000,24095.12000000,23912.39000000,24049.93,9388.17867000,1660179599999,225325295.21424120,305294,4860.26317000,116651405.04951380,0
2022-08-11 01:00:00,24051.88000000,24491.22000000,24042.51000000,24436.84,15005.35791000,1660183199999,364758379.34418870,484288,7778.52685000,189078906.91360850,0
2022-08-11 02:00:00,24438.33000000,24463.64000000,24195.23000000,24263.85,10104.42527000,1660186799999,245766268.27035270,353720,4874.44379000,118552825.74452820,0
2022-08-11 03:00:00,24263.85000000,24379.46000000,24210.01000000,24324.38,9192.78626000,1660190399999,223514810.95551300,289150,4558.52429000,110833715.24251840,0
2022-08-11 04:00:00,24324.37000000,24543.35000000,24287.47000000,24520.24,7926.17778000,1660193999999,193328569.02248980,271908,4106.53255000,100175510.32729610,0
2022-08-11 05:00:00,24520.24000000,24660.00000000,24473.29000000,24559.66,12084.67354000,1660197599999,297093122.79023680,404199,6070.60508000,149244935.03044660,0
2022-08-11 06:00:00,24558.36000000,24621.41000000,24478.01000000,24542.61,9129.70517000,1660201199999,224194517.17226580,348502,4529.86850000,111244185.99765120,0
2022-08-11 07:00:00,24541.44000000,24745.00000000,24355.78000000,24431.88,13170.88662000,1660204799999,323151705.13742620,451248,6656.31313000,163332455.10734980,0
2022-08-11 08:00:00,24431.88000000,24555.52000000,24345.08000000,24524.03,9622.50246000,1660208399999,235338891.68473810,348724,4962.06377000,121360229.92470580,0
2022-08-11 09:00:00,24523.65000000,24538.00000000,24438.00000000,24441.13,6872.76512000,1660211999999,168319593.20936460,271565,3289.38778000,80565975.18635790,0
2022-08-11 10:00:00,24441.13000000,24522.24000000,24381.23000000,24478.3,7042.18802000,1660215599999,172256883.03850230,280390,3513.12528000,85937211.06242980,0
2022-08-11 11:00:00,24479.06000000,24685.20000000,24462.98000000,24559.37,8048.80257000,1660219199999,197701005.64601090,315979,4109.05324000,100934729.31799450,0
2022-08-11 12:00:00,24559.37000000,24918.54000000,24531.05000000,24862.02,21539.67028000,1660222799999,532366089.08978530,587842,10533.42348000,260269496.28127930,0
2022-08-11 13:00:00,24862.02000000,24880.00000000,24528.29000000,24731.75,17003.95162000,1660226399999,419828983.91143720,506140,8237.17007000,203391375.18617220,0
2022-08-11 14:00:00,24731.75000000,24869.50000000,24425.63000000,24562.81,15228.35452000,1660229999999,375392020.06176470,470876,7453.28129000,183727805.28470580,0
2022-08-11 15:00:00,24564.56000000,24584.58000000,24280.18000000,24343.68,14144.76186000,1660233599999,345488676.93995500,434969,6948.90417000,169744570.58564140,0
2022-08-11 16:00:00,24343.68000000,24416.50000000,24245.00000000,24339.41,11372.35735000,1660237199999,276699880.95151790,346213,6200.87840000,150881254.68754970,0
2022-08-11 17:00:00,24339.41000000,24418.50000000,24279.72000000,24342.78,7994.18853000,1660240799999,194661019.50078580,291025,4072.36398000,99165752.20074590,0
2022-08-11 18:00:00,24342.78000000,24344.57000000,24081.22000000,24148.75,12435.40589000,1660244399999,300797387.51235440,366285,6170.73936000,149274970.20182600,0
2022-08-11 19:00:00,24147.63000000,24229.29000000,24081.23000000,24221.81,7238.87251000,1660247999999,174847377.68357020,266916,3637.12234000,87854847.88655030,0
2022-08-11 20:00:00,24222.73000000,24239.02000000,24037.58000000,24203.27,6654.43949000,1660251599999,160692435.23506760,239635,3304.77299000,79816447.59450910,0
2022-08-11 21:00:00,24202.28000000,24334.46000000,24045.00000000,24183.29,5233.68242000,1660255199999,126558359.07615910,198725,2742.53946000,66323128.76580690,0
2022-08-11 22:00:00,24183.30000000,24210.00000000,23890.67000000,23893.28,6780.18165000,1660258799999,163225037.92028330,233713,3109.46992000,74874164.27045560,0
2022-08-11 23:00:00,23893.27000000,23962.11000000,23852.13000000,23934.39,6545.48006000,1660262399999,156507453.52792450,202688,3282.53432000,78491686.02738250,0
2022-08-12 00:00:00,23933.09000000,24009.67000000,23761.84000000,23964.37,9059.49709000,1660265999999,216508708.18644890,314057,4508.11710000,107755657.85956040,0
2022-08-12 01:00:00,23965.31000000,24000.00000000,23853.65000000,23906.32,5679.14504000,1660269599999,135892444.80022210,212443,2739.06730000,65544653.82913750,0
2022-08-12 02:00:00,23906.32000000,24097.97000000,23795.41000000,24011.51,8748.23494000,1660273199999,209340301.52404660,284843,4432.04219000,106070110.86940630,0
2022-08-12 03:00:00,24011.51000000,24070.44000000,23940.00000000,24010.11,5624.02904000,1660276799999,134937123.00208630,218619,2836.68400000,68065233.55730240,0
2022-08-12 04:00:00,24011.25000000,24048.61000000,23911.12000000,23931.99,4767.96955000,1660280399999,114328817.20286000,204249,2294.72191000,55027812.85163320,0
2022-08-12 05:00:00,23930.73000000,24060.00000000,23925.36000000,23949.96,5395.21516000,1660283999999,129351253.40816240,220381,2754.97100000,66053766.45372590,0
2022-08-12 06:00:00,23949.96000000,23990.00000000,23880.00000000,23952.26,5385.59385000,1660287599999,128881300.77719700,232679,2648.05366000,63373322.63581550,0
2022-08-12 07:00:00,23953.22000000,23985.41000000,23907.29000000,23960.99,5173.40664000,1660291199999,123879586.60888370,228666,2559.97813000,61304001.04121380,0
2022-08-12 08:00:00,23960.99000000,23999.70000000,23910.48000000,23920.97,5017.63517000,1660294799999,120216000.65235180,211173,2459.89770000,58938819.02338930,0
2022-08-12 09:00:00,23920.18000000,24143.00000000,23900.00000000,23983.42,8653.42865000,1660298399999,207867783.08791420,297200,4274.47443000,102679510.93395200,0
2022-08-12 10:00:00,23983.42000000,24001.17000000,23707.31000000,23747.98,10262.91146000,1660301999999,244945746.44828600,342815,4828.75233000,115260616.42553390,0
2022-08-12 11:00:00,23749.73000000,23813.38000000,23583.00000000,23672.99,9960.49893000,1660305599999,236145977.25646540,331430,4911.16531000,116451362.13242100,0
2022-08-12 12:00:00,23672.98000000,23807.56000000,23653.66000000,23782.64,7279.57607000,1660309199999,172871226.30805600,256372,3894.71789000,92491018.33597080,0
2022-08-12 13:00:00,23782.64000000,23900.00000000,23721.20000000,23829.49,11983.98680000,1660312799999,285335887.92884760,393364,6003.71869000,142957431.56236130,0
2022-08-12 14:00:00,23828.98000000,23873.34000000,23704.78000000,23814.72,10108.03924000,1660316399999,240649536.51385800,325891,5014.58060000,119392793.33519610,0
2022-08-12 15:00:00,23814.72000000,24012.21000000,23802.92000000,23980.66,8219.50846000,1660319999999,196660106.24258900,268129,4231.37442000,101238817.17960330,0
2022-08-12 16:00:00,23979.58000000,24085.17000000,23952.03000000,23990.84,7039.48699000,1660323599999,169057272.35850300,241471,3549.09731000,85240928.71394190,0
2022-08-12 17:00:00,23989.52000000,24053.51000000,23979.00000000,24009.06,4368.54123000,1660327199999,104916521.92269560,170107,2248.67737000,54005246.42231060,0
2022-08-12 18:00:00,24009.06000000,24271.58000000,23980.30000000,24124.64,8212.91986000,1660330799999,198052005.39383270,257387,4285.99562000,103363322.45577390,0
2022-08-12 19:00:00,24124.64000000,24256.79000000,24119.69000000,24177.57,6775.28142000,1660334399999,163885129.82603480,241508,3375.44373000,81651419.06163410,0
2022-08-12 20:00:00,24177.57000000,24286.61000000,24048.29000000,24225.2,6970.61459000,1660337999999,168253733.15974910,233845,3498.79550000,84462513.08846410,0
2022-08-12 21:00:00,24225.20000000,24247.68000000,24091.78000000,24114.68,3236.98124000,1660341599999,78192899.34783810,129564,1554.58742000,37555388.71462940,0
2022-08-12 22:00:00,24115.61000000,24249.55000000,24073.97000000,24239.17,5520.52652000,1660345199999,133351124.58264730,193747,2808.90526000,67856945.73382410,0
2022-08-12 23:00:00,24239.13000000,24456.50000000,24202.48000000,24403.68,10764.54246000,1660348799999,262314115.32097090,324223,5569.50383000,135723838.01037490,0
2022-08-13 00:00:00,24401.70000000,24495.08000000,24334.37000000,24485.12,7300.96803000,1660352399999,178151414.33543470,263014,3750.10778000,91510896.87629000,0
2022-08-13 01:00:00,24483.47000000,24600.02000000,24437.59000000,24554.47,8509.65975000,1660355999999,208574322.40775460,295162,4439.89623000,108828214.58424460,0
2022-08-13 02:00:00,24555.04000000,24696.00000000,24513.26000000,24681.25,6174.19326000,1660359599999,151728399.02700320,237682,3235.50189000,79521763.34134580,0
2022-08-13 03:00:00,24681.25000000,24811.24000000,24597.05000000,24796.53,11509.08262000,1660363199999,284343192.99696130,345170,5467.96843000,135117461.67997110,0
2022-08-13 04:00:00,24796.53000000,24839.95000000,24694.00000000,24731.22,7238.36758000,1660366799999,179192279.92612330,291262,3665.20186000,90736483.81078490,0
2022-08-13 05:00:00,24731.22000000,24750.01000000,24653.51000000,24710.86,6149.78176000,1660370399999,151929252.73615890,242086,2913.71981000,71983803.85381280,0
2022-08-13 06:00:00,24711.58000000,24888.00000000,24602.92000000,24651.64,9257.63284000,1660373999999,229405239.84805490,343202,4757.28402000,117899766.89184820,0
2022-08-13 07:00:00,24651.64000000,24705.82000000,24552.13000000,24572.12,6441.70908000,1660377599999,158751516.17278600,251765,3178.15566000,78326209.22354520,0
2022-08-13 08:00:00,24574.03000000,24653.48000000,24364.59000000,24404.68,8062.08222000,1660381199999,197753195.98740530,297250,3930.86870000,96434328.33276690,0
2022-08-13 09:00:00,24404.68000000,24648.95000000,24356.11000000,24584.04,8325.69363000,1660384799999,203858301.20248620,296662,4351.44132000,106553896.22456610,0
2022-08-13 10:00:00,24584.04000000,24602.88000000,24413.13000000,24498.92,8650.82084000,1660388399999,212018588.42330110,278780,4121.79821000,101018182.18257680,0
2022-08-13 11:00:00,24499.88000000,24505.98000000,24291.22000000,24435.91,6014.12945000,1660391999999,146765969.07309710,240993,2875.75591000,70180314.70013150,0
2022-08-13 12:00:00,24435.91000000,24477.00000000,24300.00000000,24441.92,4731.15191000,1660395599999,115448475.69036670,208378,2302.87240000,56203142.00110230,0
2022-08-13 13:00:00,24443.41000000,24528.25000000,24412.22000000,24461.56,4784.45913000,1660399199999,117046259.28865180,207186,2427.75468000,59397308.63038370,0
2022-08-13 14:00:00,24461.56000000,24532.59000000,24422.34000000,24470.51,5068.84679000,1660402799999,124075073.99573500,197168,2466.08058000,60366826.59585100,0
2022-08-13 15:00:00,24470.51000000,24600.88000000,24439.00000000,24512.66,6752.20796000,1660406399999,165507246.44497730,237550,3427.70235000,84023736.63403420,0
2022-08-13 16:00:00,24512.66000000,24563.98000000,24451.22000000,24482.84,5523.24411000,1660409999999,135341203.72447670,190948,2732.21673000,66952443.09403790,0
2022-08-13 17:00:00,24482.78000000,24578.20000000,24459.57000000,24572.21,4590.52992000,1660413599999,112571329.96471700,172735,2416.32222000,59254535.75522640,0
2022-08-13 18:00:00,24570.63000000,24593.37000000,24393.89000000,24453.92,5864.76524000,1660417199999,143605248.43647180,210824,2797.67063000,68506972.34472830,0
2022-08-13 19:00:00,24452.10000000,24497.48000000,24336.16000000,24398.56,5173.25706000,1660420799999,126391345.75115540,182400,2580.41352000,63044644.32290110,0
2022-08-13 20:00:00,24398.56000000,24506.10000000,24319.09000000,24486.13,5106.42628000,1660424399999,124729019.97357200,179446,2655.12380000,64859671.27198630,0
2022-08-13 21:00:00,24484.91000000,24545.00000000,24455.70000000,24498.46,3010.83867000,1660427999999,73744779.74679850,126655,1505.74444000,36881566.93118000,0
2022-08-13 22:00:00,24498.46000000,24525.70000000,24384.10000000,24387.08,3989.24447000,1660431599999,97588216.06702530,155901,1929.89996000,47214921.44953220,0
2022-08-13 23:00:00,24386.27000000,24495.00000000,24360.00000000,24441.38,4623.16175000,1660435199999,112897277.03159300,165640,2423.00287000,59172833.46939700,0
2022-08-14 00:00:00,24443.06000000,24518.06000000,24343.30000000,24510.36,5129.26220000,1660438799999,125274345.11731170,194656,2617.54941000,63930778.75933240,0
2022-08-14 01:00:00,24511.39000000,24640.00000000,24407.37000000,24586.3,8840.28097000,1660442399999,217023530.06207440,283440,4394.51996000,107879773.09801210,0
2022-08-14 02:00:00,24584.79000000,24615.36000000,24500.16000000,24595.77,4133.29423000,1660445999999,101555321.17385970,188513,2048.60040000,50335404.71028270,0
2022-08-14 03:00:00,24595.77000000,24625.00000000,24538.85000000,24570.02,3896.43245000,1660449599999,95771580.52896230,176951,1919.26079000,47175573.86629430,0
2022-08-14 04:00:00,24570.33000000,24641.97000000,24500.00000000,24567.47,5088.45774000,1660453199999,125010130.44798760,219900,2541.18693000,62432835.45330310,0
2022-08-14 05:00:00,24567.46000000,24619.14000000,24522.74000000,24588.64,4307.97934000,1660456799999,105847143.75663580,183994,2191.89504000,53854341.90965890,0
2022-08-14 06:00:00,24588.64000000,24680.85000000,24582.43000000,24676.74,5004.67013000,1660460399999,123224729.78399840,206420,2545.14143000,62668659.54106280,0
2022-08-14 07:00:00,24676.73000000,25047.56000000,24666.12000000,24873.32,15098.05591000,1660463999999,375733457.09859690,495243,8054.43482000,200449274.27389060,0
2022-08-14 08:00:00,24873.32000000,24883.24000000,24594.83000000,24657.09,11430.49500000,1660467599999,282991581.25434930,395685,5362.98122000,132780279.83138060,0
2022-08-14 09:00:00,24655.85000000,24795.36000000,24623.09000000,24751.31,6844.91489000,1660471199999,169132599.69078090,256649,3750.00569000,92669435.58656940,0
2022-08-14 10:00:00,24751.31000000,24752.17000000,24603.01000000,24621.34,5283.70836000,1660474799999,130398919.85594000,205090,2551.78061000,62981680.67656020,0
2022-08-14 11:00:00,24619.98000000,24676.92000000,24524.32000000,24564.49,5063.80842000,1660478399999,124574620.77860300,201025,2494.44233000,61370830.00162980,0
2022-08-14 12:00:00,24564.50000000,24593.43000000,24470.74000000,24527.46,5769.93246000,1660481999999,141472258.46791800,208926,2882.95128000,70689539.02708950,0
2022-08-14 13:00:00,24527.48000000,24534.04000000,24400.00000000,24477.07,7275.51456000,1660485599999,178060357.47827120,245659,3479.68146000,85164771.18233920,0
2022-08-14 14:00:00,24475.67000000,24532.50000000,24460.12000000,24514.5,4411.90525000,1660489199999,108108268.65441990,171480,2315.96771000,56750871.89686680,0
2022-08-14 15:00:00,24514.50000000,24540.00000000,24466.04000000,24524.54,4140.49945000,1660492799999,101449709.87784870,166319,2053.38138000,50313299.74720320,0
2022-08-14 16:00:00,24525.51000000,24568.74000000,24302.50000000,24311.45,8632.62514000,1660496399999,210946029.23889780,287578,4151.79819000,101468334.64385480,0
2022-08-14 17:00:00,24309.97000000,24329.32000000,24174.03000000,24226.46,10530.83098000,1660499999999,255479115.01731580,317764,4941.63691000,119889197.73174590,0
2022-08-14 18:00:00,24229.10000000,24299.48000000,24144.00000000,24286.74,6303.41625000,1660503599999,152822078.51355270,220208,3167.10681000,76789812.77112900,0
2022-08-14 19:00:00,24286.74000000,24326.57000000,24239.61000000,24284.07,3904.97266000,1660507199999,94826287.25231550,151966,1891.42177000,45932734.38103480,0
2022-08-14 20:00:00,24284.07000000,24352.22000000,24251.22000000,24312.41,4169.55051000,1660510799999,101322919.79002670,151827,2099.19094000,51012933.02419410,0
2022-08-14 21:00:00,24313.51000000,24435.00000000,24273.94000000,24343.67,4309.37601000,1660514399999,104928470.60300340,156977,2126.27042000,51775051.45360690,0
2022-08-14 22:00:00,24344.88000000,24364.40000000,24172.40000000,24258.68,6704.19848000,1660517999999,162788277.62054590,221345,3256.96504000,79089517.46148550,0
2022-08-14 23:00:00,24257.90000000,24353.10000000,24234.07000000,24305.24,4931.96334000,1660521599999,119823412.83479350,166290,2458.80318000,59740798.85042570,0
2022-08-15 00:00:00,24305.25000000,24413.79000000,24164.10000000,24400.97,7109.86826000,1660525199999,172775271.20507410,259195,3604.82974000,87607478.73456560,0
2022-08-15 01:00:00,24400.97000000,24656.75000000,24330.96000000,24645.14,9951.29620000,1660528799999,243688778.34383120,299530,5076.41154000,124330018.42206750,0
2022-08-15 02:00:00,24645.14000000,24931.66000000,24638.80000000,24917.72,12913.92820000,1660532399999,320218616.05296160,378794,6532.65165000,162004247.21930270,0
2022-08-15 03:00:00,24918.29000000,25211.32000000,24779.05000000,24867.39,18045.52022000,1660535999999,451223492.92277000,542485,9051.87392000,226371242.85930900,0
2022-08-15 04:00:00,24866.12000000,24888.00000000,24690.08000000,24847.53,9431.32708000,1660539599999,233801638.18528110,326671,4687.32575000,116207950.73450720,0
2022-08-15 05:00:00,24849.23000000,24982.70000000,24751.00000000,24817.62,9249.56609000,1660543199999,229672682.58573120,308870,4518.40061000,112196377.99481390,0
2022-08-15 06:00:00,24817.62000000,24826.00000000,24081.79000000,24135.23,19911.58384000,1660546799999,486259459.98785070,524662,9271.75937000,226452555.80627390,0
2022-08-15 07:00:00,24135.23000000,24218.92000000,23944.62000000,24027.05,16046.47728000,1660550399999,386170871.31083480,492270,7699.44519000,185321116.06650580,0
2022-08-15 08:00:00,24027.05000000,24079.88000000,23869.46000000,24042.7,12100.18542000,1660553999999,290493377.20812640,374326,6102.15711000,146515327.87545210,0
2022-08-15 09:00:00,24042.70000000,24205.77000000,23993.02000000,24172.18,9372.13305000,1660557599999,225635455.29111780,299867,4846.04611000,116682472.93857080,0
2022-08-15 10:00:00,24170.69000000,24300.00000000,24128.58000000,24267.62,8664.50093000,1660561199999,209616959.52018450,282278,4424.89634000,107059016.23962600,0
2022-08-15 11:00:00,24267.62000000,24314.28000000,23996.58000000,24049.48,9954.26092000,1660564799999,240526515.26373780,295763,4885.19257000,118066079.47265320,0
2022-08-15 12:00:00,24048.91000000,24192.00000000,23900.00000000,23950.97,9915.28581000,1660568399999,238489577.09104680,321124,4900.16899000,117879654.44353690,0
